Pays;Ville;Etablissement;Cote;Lien IIIF
France;Solesmes;Bibliothèque de l'abbaye Saint-Pierre;204;https://bvmm.irht.cnrs.fr/iiif/3650/manifest
France;Strasbourg;Bibliothèque du Grand Séminaire;0739;https://bvmm.irht.cnrs.fr/iiif/2674/manifest
France;Tonnerre;Bibliothèque municipale;01 (01);https://bvmm.irht.cnrs.fr/iiif/24224/manifest
France;Toulouse;Bibliothèque municipale;0129;https://bvmm.irht.cnrs.fr/iiif/1554/manifest
France;Toulouse;Bibliothèque municipale;0130;https://bvmm.irht.cnrs.fr/iiif/511/manifest
France;Toulouse;Bibliothèque municipale;0131;https://bvmm.irht.cnrs.fr/iiif/1555/manifest
France;Toulouse;Bibliothèque municipale;0132;https://bvmm.irht.cnrs.fr/iiif/512/manifest
France;Toulouse;Bibliothèque municipale;0133;https://bvmm.irht.cnrs.fr/iiif/513/manifest
France;Toulouse;Bibliothèque municipale;0135;https://bvmm.irht.cnrs.fr/iiif/515/manifest
France;Toulouse;Bibliothèque municipale;0136;https://bvmm.irht.cnrs.fr/iiif/517/manifest
France;Toulouse;Bibliothèque municipale;0137;https://bvmm.irht.cnrs.fr/iiif/518/manifest
France;Toulouse;Bibliothèque municipale;0138;https://bvmm.irht.cnrs.fr/iiif/519/manifest
France;Toulouse;Bibliothèque municipale;0143;https://bvmm.irht.cnrs.fr/iiif/523/manifest
France;Toulouse;Bibliothèque municipale;2842;https://bvmm.irht.cnrs.fr/iiif/700/manifest
France;Toulouse;Bibliothèque municipale;2881;https://bvmm.irht.cnrs.fr/iiif/702/manifest
France;Toulouse;Bibliothèque municipale;2882;https://bvmm.irht.cnrs.fr/iiif/703/manifest
France;Toulouse;Bibliothèque municipale;inc. Paris 0149;https://bvmm.irht.cnrs.fr/iiif/1193/manifest
France;Toulouse;Musée Saint-Raymond;PM31000783;https://bvmm.irht.cnrs.fr/iiif/1429/manifest
France;Tournus;Hôtel-Dieu - Musée Greuze;inv. 82.1206;https://bvmm.irht.cnrs.fr/iiif/19465/manifest
France;Tours;Bibliothèque municipale;2273 A;https://bvmm.irht.cnrs.fr/iiif/8550/manifest
France;Tours;Bibliothèque municipale;2273 B;https://bvmm.irht.cnrs.fr/iiif/8551/manifest
France;Versailles;Bibliothèque municipale;0845 (168 G);https://bvmm.irht.cnrs.fr/iiif/5672/manifest
France;Versailles;Bibliothèque municipale;1195 (171 M);https://bvmm.irht.cnrs.fr/iiif/5674/manifest
France;Versailles;Bibliothèque municipale;1399 (172 M);https://bvmm.irht.cnrs.fr/iiif/5685/manifest
France;Versailles;Bibliothèque municipale;1403 (173 M);https://bvmm.irht.cnrs.fr/iiif/5677/manifest
France;Versailles;Bibliothèque municipale;1454 (047 M);https://bvmm.irht.cnrs.fr/iiif/5679/manifest
France;Versailles;Bibliothèque municipale;1686 (139 M);https://bvmm.irht.cnrs.fr/iiif/5682/manifest
France;Versailles;Bibliothèque municipale;1687 (140 M);https://bvmm.irht.cnrs.fr/iiif/5683/manifest
France;Versailles;Bibliothèque municipale;1688 (141 M);https://bvmm.irht.cnrs.fr/iiif/5684/manifest
