"","Work.RecordTitle","n"
"690","Veni creator Spiritus, Mentes tuorum visita, Imple superna gratia, Quae tu creasti pectora. Qui para | AH 27066 | | Hymn | h1247|Enixa est puerpera quem Gabriel praedixerat quem matris alvo gestiens clausus Joannes senserat | Cantus ID 8248d | AH 67 | Hymn | h449|Fili Mariae virginis, da nobis eius meritis a peccato resurgere et ad vitam pertingere. Cuius es fac | AH 9629 | | Hymn | h536",1
"691","Veni creator Spiritus, Mentes tuorum visita, Imple superna gratia, Quae tu creasti pectora. Qui para | AH 27066 | | Hymn | h1247|Fili Mariae virginis, da nobis eius meritis a peccato resurgere et ad vitam pertingere. Cuius es fac | AH 9629 | | Hymn | h536",1
"692","Veni creator Spiritus, Mentes tuorum visita, Imple superna gratia, Quae tu creasti pectora. Qui para | AH 27066 | | Hymn | h1247|Maria mater gratiae | Cantus ID 830214 | AH 16455 | Hymn | h730",2
"693","Veni creator Spiritus, Mentes tuorum visita, Imple superna gratia, Quae tu creasti pectora. Qui para | AH 27066 | | Hymn | h1247|Mater Dei sanctissima atque virgo perpetua, offer nos tuo folio, in coelesti palatio | AH 16759 | | Hymn | h1294",4
"694","Veni creator Spiritus, Mentes tuorum visita, Imple superna gratia, Quae tu creasti pectora. Qui para | AH 27066 | | Hymn | h1247|Memento salutis auctor. Quod nostri quondam corporis, Ex illibata vir gine Nascendo, formam sumpseri | Cantus ID 8248z | AH 5047 | Hymn | h750",57
"695","Veni creator Spiritus, Mentes tuorum visita, Imple superna gratia, Quae tu creasti pectora. Qui para | AH 27066 | | Hymn | h1247|Memento salutis auctor. Quod nostri quondam corporis, Ex illibata vir gine Nascendo, formam sumpseri | Cantus ID 8248z | AH 5047 | Hymn | h750|Maria, plena gratiae, Mater misericordiae, Tu nos ab hoste protege Et hora mortis suscipe. Rogamus t | AH 16464 | | Hymn | h742|Gloria tibi Domine | Cantus ID 830356h | | Hymn | h570",1
"696","Veni creator Spiritus, Mentes tuorum visita, Imple superna gratia, Quae tu creasti pectora. Qui para | AH 27066 | | Hymn | h1247|Memento salutis auctor. Quod nostri quondam corporis, Ex illibata vir gine Nascendo, formam sumpseri | Cantus ID 8248z | AH 5047 | Hymn | h750|Rex Christe clementissime, Praesta pacem ecclesiae, Illam regendo dirige Nosque fovendo protege. Pre | AH 23188 | | Hymn | h1064",2
"697","Veni creator Spiritus, Mentes tuorum visita, Imple superna gratia, Quae tu creasti pectora. Qui para | AH 27066 | | Hymn | h1247|Per tuum virgo | HORAE | | Hymn | h923",1
"698","Veni creator Spiritus, Mentes tuorum visita, Imple superna gratia, Quae tu creasti pectora. Qui para | AH 27066 | | Hymn | h1247|Rex Christe clementissime, Praesta pacem ecclesiae, Illam regendo dirige Nosque fovendo protege. Pre | AH 23188 | | Hymn | h1064|Memento salutis auctor. Quod nostri quondam corporis, Ex illibata vir gine Nascendo, formam sumpseri | Cantus ID 8248z | AH 5047 | Hymn | h750",1
"699","Veni electa mea et ponam in te thronum meum quia concupivit rex speciem tuam | Cantus ID 007826 | | Respond | h1248",3
"700","Veni in hortum meum soror mea sponsa messui myrrham meam cum aromatibus meis | Cantus ID 005325 | Song of songs 5:1 | Antiphon | h1249",1
"701","Venit dilectus meus in hortum | Cantus ID 005329 | | Antiphon | h1251",1
"702","Venite adoremus regem regum cujus hodie ad aethereum mater virgo assumpta est caelum | Cantus ID 001177 | | Invitatory | h1252",1
"703","Verba mea auribus percipe, Domine ;intellige clamorem meum. Intende voci orationis meae,rex meus et | HORAE | Psalm 5 | Psalm | h1255",40
"704","Vere gratie plena es | HORAE | | Hymn | h1257",1
"705","Vide humilitatem meam, et eripe me, quia legem tuam non sum oblitus. | HORAE | Psalm 118, 153 | Psalm | h1259",3
"706","Videamus itaque fratres quae sit haec virgo tam sancta, ad quam Spiritus sanctus venire dignatus est | HORAE | Hildefonsus Toletanis incertus, Sermo VII (PL 96, 267 d) | Lesson | h1260",1
"707","Viderunt eam filie syon et beatissimam predicauerunt et regine laudauerunt eam | HORAE | Song of songs 6:8 | Short lesson | h1261",2
"708","Vidi speciosam ascendentem sicut virgula fumi ex aromatibus myrrhae et thuris | Cantus ID 005406 | Song of songs 3:6 | Antiphon | h1262",3
"709","Vidi speciosam sicut columbam ascendentem desuper rivos aquarum cujus inaestimabilis odor erat nimis | Cantus ID 007878 | Song of songs 2:13 | Respond | h1263",22
"710","Virga dedit florem castum servando pudorem justitiae solem patris per saecula prolem | Cantus ID a00365 | | Respond | h1265",1
"711","Virgo concepit et virgo peperit et post partum virgo permansit | Cantus ID 205256 | | Antiphon | h1267",1
"712","Virgo dei genetrix ex qua lux oriri dignata est aeterna intende supplicum preces servorum tuorum ut | Cantus ID 005447 | | Antiphon | h1268",4
"713","Virgo dei genetrix per quam lux oriri dignata est aeterna intende supplicum tuorum preces servorum u | Cantus ID 205260 | | Antiphon | h1269",3
"714","Virgo Dei genitrix | HORAE | | Short lesson | h1271",15
"715","Virgo Dei Genitrix quem totus non capit orbis, in tua se clausit viscera factus homo | HORAE | | Short lesson | h12341",1
"716","Virgo Dei genitrix, quem totus non capit orbis, In tua se clausit viscera factus homo. Vera fides ge | AH 27748 | | Hymn | h1272",34
"717","Virgo Maria non est tibi similis nata in mundo in mulieribus flores ut rosa odor sicut lilium ora pr | Cantus ID 005453 | Ecclesiasticus 39:19 | Antiphon | h1275",6
"718","Virgo Maria stella maris | HORAE | | Lesson | h1276",6
"719","Virgo prudentissima quo progrederis quasi aurora valde rutilans filia Sion tota formosa et suavis es | Cantus ID 005454 | Song of songs 6:9 | Antiphon | h1277",1
"720","Virgo sancta virgo gloriosa | HORAE | | Lesson | h1279",1
"721","Virgo singularis | HORAE | | Hymn | h1281",90
"722","Virgo singularis | HORAE | | Hymn | h1281|Veni creator Spiritus, Mentes tuorum visita, Imple superna gratia, Quae tu creasti pectora. Qui para | AH 27066 | | Hymn | h1247",1
"723","Virgo singularis | HORAE | | Hymn | h1281|Virgo Dei genitrix, quem totus non capit orbis, In tua se clausit viscera factus homo. Vera fides ge | AH 27748 | | Hymn | h1272",1
"724","Virgo verbo concepit virgo permansit virgo peperit regem omnium regum | Cantus ID 005456 | | Antiphon | h1283",3
"725","Virgo verbo concepit, virgo permansit, virgo peperit regem omnium regum | HORAE | Cantus ID 005456 | Short lesson | h1284",34
"726","Visita quaesumus, Domine, habitationem istam et omnes insidias inimici ab ea longe repelle | HORAE | | Oration | h1344",1
"727","Vos amici mei estis si feceritis quae praecipio vobis dicit dominus | Cantus ID 005492 | John 15:14 | Antiphon | h1287",1
"728","Vox Christi ad ecclesiam | HORAE | | Lesson | h1288",1
"729","Vox optantis Christi | HORAE | | Lesson | h1292",1
